id,ad_creative_body,pred_theme_sbert,gt_theme,moral_foundation,pred_theme_llms
572612347098651,"Despite surging hospitalizations and deaths in many low-vaccination states, viral posts online are trying to deny the existence of Delta by claiming that we don’t test for it.
  
 

  Akin to questioning whether COVID really exists (update: it does), the misleading social media posts confuse the way variants are identified and tracked. Routine clinical testing for COVID-19 infections is usually done with PCR tests. These tests tell you whether a person has COVID or not, and they are able to do so for all variants of SARS-CoV-2.
  
 

  Identifying and tracking specific variants like Delta requires genomic sequencing by more sophisticated labs like those at the CDC, which uses samples collected from the community in order to see how the virus is mutating.
  
 

  Two different tests for two different purposes. But Delta is real no matter what.",VaccineDevelopment,VaccineMisinformation,none,VaccineMisinformation
532979671126359,"Christian, Mamma Ruth, Steven, Barbara, & Jenny-Jaymes are with St. Bernie with Healthcare Advocate Dr. George ""Dr. B."" Bohmfalk & Mecklenburg County Public Health medical Director Dr. Meg Sullivan talking about- #LatinX real-world issues. 
  
 

  ""What Is A LatinX COVID-19 Cuckoo?""-
  
 

  over Coffee & Pan Dulce Show made from Charlotte immigrant hands of Manolo's Bakery.
  
 

  © 2021 by Coffee & Pan Dulce Show #CPD0153-08182021
  
 

  #CoffeePanDulce #CafeYPanDulce #CPD #COVID19 #getyourshot #wearamask",CommunityServiceByCandidate,EncourageVaccination,none,CommunityServiceByCandidate
410621420628965,"New studies prove that mask requirements in schools work. One recent study from Arizona looked at over 1,000 K-12 public schools from July 15–August 31, 2021. At the time, Arizona had high community transmission and moderate vaccination rates. Not only were the majority of outbreaks in schools without mask requirements, but schools without mask requirements were 3.5 times more likely to have outbreaks compared to schools with mask requirements.
  
 

  #MaskUp #PublicHealth #VaccinesSaveLives #Medical #VaxUp #VaxBecause #FactCheck #MisinformationKills #LetsGetVaccinated #Covid_19",MaskMandate,EncourageVaccination,none,GovTrust
871879080089707,"Israeli Prime Minister Naftali Bennett on Thursday urged Israelis who have not been vaccinated to get the shot as the delta variant continues to spread across the country.
  
 

  His address came amid a recent surge in COVID-19 cases primarily among unvaccinated individuals, just weeks after the country lifted nearly all coronavirus restrictions. 
  
 

  The government reimposed its indoor mask mandate and discouraged travel abroad due to the rise in cases.",VaccineEquity,EncourageVaccination,none,VaccineEfficacy
174066131244719,We're joining forces with Uber and Walgreens to help provide access to the vaccine for underserved communities. Join us by donating to the Vaccine Access Fund.,CovidPlan,VaccineEquity,care/harm,VaccineEquity
3.94404E+15,"COVID-19 on the Rise in Yuma County – Vaccines Still the Most Effective Tool
  
 

  More than 97 percent of current hospitalizations across the country are among those who are unvaccinated, according to the CDC Director, Rochelle Walensky, and almost all COVID-19 deaths, which climbed 26 percent in the past week, are among people who have not received a shot. “There is a clear message that is coming through: This is becoming a pandemic of the unvaccinated,” Walensky said. “We are seeing outbreaks of cases in parts of the country that have low vaccination coverage because unvaccinated people are at risk, and communities that are fully vaccinated are generally faring well.”
  
 

  The COVID-19 virus still poses a threat in Yuma County. Like elsewhere throughout the nation, we are seeing an increase of infections in our area, with the new Delta variant of the virus “spreading more than twice as easily from one person to another compared with earlier strains,” according to Yuma County Health Director Diana Gomez. The Yuma County COVID Early Warning Sewage Testing project has found that concentrations of the virus have been increasing for the past three weeks in several samples taken across Yuma County. The project, which tests samples of sewage at multiple locations, has shown an increasing presence of the virus that continues to spread to more areas in the County. 
  
 

  “Viruses mutate and change to adapt and survive. That’s what viruses do,” Gomez said. “People infected with the Delta variant have higher viral loads-meaning more virus in their body which makes it more contagious.” Gomez says that vaccines remain the most effective tool in protecting yourself and others against the virus because they help protect you against severe illness, hospitalization and death associated with the Delta virus.” Children under the age of 12, are still not eligible to receive the vaccine, therefore high vaccination coverage amongst the rest of the population is needed to help reduce the spread of the virus”
  
 

  The Yuma County Health District continues to provide free COVID-19 vaccinations 8:30 to 11:30 am, Monday – Thursday. People must make an appointment by calling 928-317-4550 or 928-317-4687. A list of other locations offering the vaccine in Yuma County can be found by visiting the Arizona Department of Health Services’ Vaccine Finder. 
  
 

  “As much as I wish we were, we’re not done with COVID-19 yet,” Gomez said. “Getting vaccinated is a tremendous service to yourself, your children, your co-workers, and your community.”
  
 

  https://www.yumacountyaz.gov/Home/Components/News/News/5377/27?backlist=%2f 
  
 

  COVID-19 en aumento en el condado de Yuma: las vacunas siguen siendo la herramienta más eficaz
  
 

  Más del 97 por ciento de las hospitalizaciones actuales en todo el país se encuentran entre las personas que no están vacunadas, según la directora de los CDC, Rochelle Walensky, y casi todas las muertes por COVID-19, que aumentaron un 26 por ciento en la última semana, se encuentran entre personas que no han recibido una vacunacion. ""Hay un mensaje claro que está llegando: esto se está convirtiendo en una pandemia de personas no vacunadas"", dijo Walensky. “Estamos viendo brotes de casos en partes del país que tienen una cobertura de vacunación baja porque las personas no vacunadas están en riesgo y las comunidades que están completamente vacunadas generalmente están bien.”
  
 

  El virus COVID-19 todavía representa una amenaza en el condado de Yuma. Como en otras partes del país, estamos viendo un aumento de infecciones en nuestra área, con la nueva variante Delta del virus ""propagándose más del doble de fácil de una persona a otra en comparación con las cepas anteriores,” según la directora de salud del condado de Yuma, Diana Gómez. El proyecto COVID Early Warning Sewage Testing del condado de Yuma ha descubierto que las concentraciones del virus han aumentado durante las últimas tres semanas en varias muestras tomadas en todo el condado de Yuma. El proyecto, que analiza muestras de aguas residuales en varios lugares, ha mostrado una presencia cada vez mayor del virus que continúa propagándose a más áreas del condado.
  
 

  “Los virus mutan y cambian para adaptarse y sobrevivir. Eso es lo que hacen los virus,” dijo Gómez. ""Las personas infectadas con la variante Delta tienen cargas virales más altas, lo que significa más virus en su cuerpo, lo que lo hace más contagioso.” Gomez dice que las vacunas siguen siendo la herramienta más eficaz para protegerse a sí mismo y a los demás contra el virus porque lo ayudan a protegerse contra enfermedades graves, hospitalizaciones y muertes asociadas con el virus Delta.” Los niños menores de 12 años todavía no son elegibles para recibir la vacuna, por lo tanto, se necesita una alta cobertura de vacunación entre el resto de la población para ayudar a reducir la propagación del virus.”
  
 

  El Distrito de Salud del Condado de Yuma continúa proporcionando vacunas COVID-19 gratuitas de 8:30 a 11:30 am, de lunes a jueves. Las personas deben hacer una cita llamando al 928-317-4550 o al 928-317-4687. Puede encontrar una lista de otros lugares que ofrecen la vacuna en el condado de Yuma visitando el Buscador de vacunas del Departamento de Servicios de Salud de Arizona.
  
 

  ""Por mucho que desearía que hubiéramos terminado con COVID-19, todavía no hemos llegado a este punto,” dijo Gómez. ""Vacunarse es un gran servicio para usted, sus hijos, sus compañeros de trabajo y su comunidad.”",VaccineEfficacy,VaccineRollout,none,GovDistrust
826233881310888,"In GP Sellers' monthly video address, he looks at the recent passage of the American Rescue Plan. The plan does more than provide direct cash relief through payments to working Americans and resources for COVID-19 vaccination efforts. This critical legislation also provides long-sought help for multiemployer pension plans, puts Amtrak members back to work, boosts transit funding, provides COBRA assistance to jobless workers and funds a round of mitigation efforts to get America's schoolchildren back in the classroom through funds for air system monitoring and new HVAC retrofit work that will create sheet metal jobs.",CovidPlan,CovidPlan,none,CovidPlan
193339925872161,"""You can walk out of your door, out of your classroom and walk into a facility and get a vaccine where you feel comfortable."" 
  
 

  BMC's VP of community engagement and external affairs, Petrina Martin Cherry highlights the opening of a COVID-19 vaccination clinic in partnership with Boston Arts Academy as a convenient option for students following the expansion of vaccine access to adolescents, via WCVB Channel 5 Boston:",GovTrust,EncourageVaccination,none,EncourageVaccination
542345103715935,URGENT: Democrats want to MANDATE COVID vaccination in schools. Can they take decisions away from parents like you? SIGN THE PETITION ➡️➡️,VaccineMandate,VaccineMandate,none,VaccineMandate
887225498572354,"If you or someone you know still needs a COVID-19 vaccination, West Valley College in Saratoga is hosting a drop-in clinic on Thursday, August 19 from 9 am – 2 pm. Open to all community members age 12 and up. No appointment is necessary.",CovidPlan,VaccineRollout,none,EncourageVaccination
175517201053398,"Appointments are no longer required at the Miami-Dade County vaccination sites. 
  
 

  The Harris Field Walk-up site is open 7 days a week from 9 a.m. – 4 p.m.
  5400 NW 22 Ave, Miami, FL 33142
  
 

  For a faster registration process on-site, residents are encouraged to sign up online for appointments available both same-day and in coming days by visiting miamidade.gov/vaccine or calling 305-614-2014. #VaxUpMiami",EncourageVaccination,VaccineRollout,none,EncourageVaccination
143995891037618,"Pastor Keion Henderson of The Lighthouse Church of Houston is vaccinated against #COVID19​​ and encourages you to do the same. #TakeYourBestShot​​ at one of our FREE vaccination sites. Visit http://ow.ly/qAjB50EIZ8Z or call 832-393-4220/832-393-4301.
  https://www.youtube.com/watch?v=pK03vQz8kcw",EncourageVaccination,VaccineRollout,none,EncourageVaccination
276433077928475,"The fact is, when someone has a preexisting condition like cardiovascular disease, they may not recover as easily from the flu and other viruses. In fact, studies show that the flu is associated with an increase in heart attacks and strokes.
  
 

  This month, take some time to focus on your heart health. Start by getting a flu shot! 
  
 

  Learn more about heart health and flu vaccination here https://bit.ly/3Gq5TyD",VaccineSymptom,EncourageVaccination,care/harm,none
538955540883963,"With vaccination sites located around #OurCounty and no appointments necessary, getting vaccinated has never been easier. Get informed and get your shot. It’s the best thing you can do to help defeat #COVID19. Jenny Lorenzo",GovTrust,EncourageVaccination,care/harm,EncourageVaccination
2.0821E+15,"Join 9Health:365 at their upcoming COVID-19 vaccination clinic on December 22 from 4pm to 7pm at 
  
 

  The Gardens of Hope Communities
  919 E Thrill Pl, Denver, CO 80207
  
 

  Covid-19 boosters and Pfizer for Kids are available
  Walk-ins are welcome
  
 

  More information at: 9health365.org/vaccine-locations",CovidPlan,VaccineRollout,none,VaccineRollout
337711118255244,"See below for Tangipahoa COVID Testing/Vaccination Schedule for the week of January 31st through February 6th.
  Also, the Mobile Infusion Center is now operational at the Florida Parish Arena. 
  
 

  👉 LANG Testing Sites: 
  
 

  Monday 1/31/2022: 8:30 am-4:30 pm; SELU Student Union, 303 Union AVE, Hammond, La 70402 
  
 

  Tuesday 2/1/2022: 8:30 am-4:30 pm; SELU Student Union, 303 Union AVE, Hammond, La 70402 
  
 

  Wednesday 2/2/2022: 8:30 am-4:30 pm; SELU Student Union, 303 Union AVE, Hammond, La 70402 
  
 

  Wednesday 2/2/2022: 10 am-3 pm; Hammond PHU, 15418 W Club Delux Rd., Hammond, La 70402 
  
 

  Thursday 2/3/2022: 8:30 am-12:30 pm; SELU Student Union, 303 Union AVE, Hammond, La 70402 
  
 

  Friday 2/4/2022: 8:30 am-12:30 pm; SELU Student Union, 303 Union AVE, Hammond, La 70402 
  
 

  👉 LANG Vaccination Sites:
  
 

  Monday 1/31/2022: 8:30 am-4:30 pm; SELU Student Union, 303 Union AVE, Hammond, La 70402
  **Second Dose 2/22/2022 
  
 

  Tuesday 2/1/2022: 8:30 am-4:30 pm; SELU Student Union, 303 Union AVE, Hammond, La 704072
  **Second Dose 2/22/2022
  
 

  Wednesday 2/2/2022: 8:30 am-4:30 pm; SELU Student Union, 303 Union AVE, Hammond, La 70402
  **Second Dose 2/23/2022
  
 

  Thursday 2/3/2022: 8:30 am-12:30 pm; SELU Student Union, 303 Union AVE, Hammond, La 70402 
  **Second Dose 2/24/2022
  
 

  Thursday 2/3/2022: 10 am-3 pm; Hammond PHU, 15418 W Club Delux Rd., Hammond, La 70402 
  **Second Dose 2/24/2022
  
 

  Friday 2/4/2022: 8:30 am-12:30 pm; SELU Student Union, 303 Union AVE, Hammond, La 70402 
  **Second Dose 2/25/2022
  
 

  Friday 2/4/2022: 10 am-3 pm; Hammond PHU, 15418 W Club Delux Rd., Hammond, La 70402 
  **Second Dose 2/25/2022
  
 

  Saturday 2/4/2022: 8:30 am-12:00 pm; 204th Readiness Center, Industrial Loop Rd, Hammond, La 70401 
  **Second Dose TBD
  
 

  Sunday 2/6/2022: 8:30 am-12:00 pm; 204th Readiness Center, Industrial Loop Rd, Hammond, La 70401 
  **Second Dose TBD
  
 

  👉 tangipahoa.org/Government/emergency-preparedness/coronavirus/details/r9-testingvaccination-schedule-in-tangipahoa-parish-for-week-of-jan-31-feb-6-2022",EncourageVaccination,VaccineRollout,none,VaccineRollout
1.10914E+15,"Hospitals have been the engine driving vaccination efforts across the state, but it couldn't have happened without thousands of volunteers. We celebrate all who have given their time, energy and compassion to vaccinate Oregon. Thank you!",GovTrust,EncourageVaccination,authority/subversion,EncourageVaccination
284217283401421,"To beat this pandemic, our top priority must be to effectively distribute COVID-19 vaccines in our community. As your Representative in Congress, I’m working to accelerate Central New York’s vaccine rollout and overcome supply challenges.
  
 

  Take my vaccine survey and book a COVID-19 appointment here:",CovidPlan,CommunityServiceByCandidate,authority/subversion,VaccineRollout
1.76732E+15,"From the Philadelphia Inquirer: ""As COVID-19 vaccination uptake slows, Philly Counts prepares for an outreach surge""",CovidPlan,VaccineStatus,none,EncourageVaccination
279907640180763,"Today, Governor Ron DeSantis announced a pop-up drive-in vaccination site at the Lake-Sumter College Campus for seniors to get the Johnson & Johnson vaccine. 1,000 doses will be available for seniors 65 and older today through Friday.",EncourageVaccination,CovidPlan,authority/subversion,EncourageVaccination
264380318772006,"Some good news for your timeline today!
  
 

  Almost half of all eligible New Orleans residents are vaccinated against COVID-19. We’re well on our way towards achieving herd immunity 💪🏾
  
 

  #TSYIBlkHealth #SleevesUpNOLA #BlackHealthMatters",GovTrust,VaccineStatus,care/harm,VaccineStatus
273145617761628,The U.S. recommended a “pause” in using the single-dose Johnson & Johnson COVID-19 vaccine to investigate reports of rare but potentially dangerous blood clots.,VaccineSymptom,VaccineSymptom,none,VaccineSymptom
326135735537849,"“People in this neighborhood will be able to get the vaccine right where they live, in a church that they know and trust.""
  
 

  BMC's VP of Mission, Dr. Thea James, joined Boston Mayor Kim Janey and Rev. Willie Bodrick, II, at Twelfth Baptist Church's opening as BMC's newest public COVID-19 vaccination site in Roxbury.",CovidPlan,VaccineRollout,none,VaccineRollout
1.16882E+15,"Most of us are never going to win a gold medal at the #Olympics. But we can sure as heck do our part to stop COVID-19. 
  
 

  New COVID-19 cases are surging in areas of the U.S. with low vaccination rates, and we're stumbling in our race against the variants. “As long as this virus is out there anywhere, replicating, we’re going to see more variants, and those variants are going to come back and bite us as we’re already experiencing with Delta,” U.S. Secretary of State Antony Blinken said in a television interview on Friday.
  
 

  Get vaccinated. Convince your friends and family to get vaccinated. Fight against vaccine misinformation online.",VaccineEquity,EncourageVaccination,care/harm,EncourageVaccination
1.18683E+15,"Thank you to everyone who participated, volunteered and supported our efforts for the 1st Mercy Clinic Pop-Up Clinic yesterday at Evans Plaza. It was a great day of meeting and assisting our neighbors. The Vaccination Registration booth was well received with more than 30 people including me getting registered to be vaccinated. Stay tuned for more information on our next clinic date with even more service providers present. 
  
 

  Mercy Clinic Staff and Volunteers, JPS Health Network, Pack Optical, FW Fire Department, Tarrant Area Food Bank, Federated Women’s Club, City of Fort Worth Park & Rec, Ella Mae Shamblee Library Staff, Nana’s Kitchen, Alpha Phi Alpha Beta Tau Lambda Chapter, Medical and Pharmacy Students TCU / UNTHSC, Darla Hanson (our resident Social Worker), Angelo Pena, and the many retired and practicing physicians and nurses in attendance.
  
 

  To our Dream Team Monti Shabout, Peggy Leitch, Nabeel Shabout, Marie Holliday, Kendyll Locke and our “Get It Done with a Smile” Maribeth Ashley...we make a great team
  
 

  #Health #Hunger #MercyClinic #💚D8 #ProudToServe #ActionWithPurpose",VaccineEquity,CommunityServiceByCandidate,none,CommunityServiceByCandidate
156587083022372,There’s no cost to receive the COVID-19 vaccine AND Big Bend residents who need a ride to a vaccination site can use one of many FREE transportation options. Do you have a plan for getting vaccinated? We can get past COVID-19 together!,CovidPlan,EncourageVaccination,none,EncourageVaccination
3.00067E+15,"The science is clear: the new delta variant of COVID-19 is more transmissible than the strains that were dominant in 2020, and poses a higher risk to our children. Masking and social distancing remain the most effective ways to lower transmission between people, and vaccination is the most effective way to reduce your risk of serious illness or death if you contract the virus. In other words: masking protects others, the vaccine protects you, and social distancing protects everyone.
  
 

  Last school year, the Glynn County Board of Education wisely mandated indoor masking in schools.  
  
 

  This year, children under the age of 12 still don’t have the option to be vaccinated, and our county is experiencing a large surge in cases: a 64% increase in COVID-19 inpatients at the Brunswick SGHS campus in the last 6 days (from 42 on 29 July to 69 on 4 Aug). The CDC’s guidance for COVID-19 prevention in K-12 schools was released on 9 July, and recommends universal indoor masking for all teachers, staff, students and visitors, regardless of vaccination status.
  
 

  Despite these facts, last week the BoE reversed their policy from last year and voted 6-1 to begin the 2021-2022 school year without a mask mandate. Mr John Madala was the only board member to vote against removing the mask mandate.
  
 

  It’s not too late for the BoE to take decisive action, trust the science, take the common-sense approach, and require masks in schools just as they did last year. Please reach out to your school board members today and ask them to reconsider this decision, for the safety of our kids and our community.
  
 

  🚨🚨Links for comments:🚨🚨
  
 

  CDC guidance for COVID-19 prevention in K-12 schools: https://www.cdc.gov/coronavirus/2019-ncov/community/schools-childcare/k-12-guidance.html
  
 

  Contact info for school board: https://simbli.eboardsolutions.com/index.aspx?S=4075",MaskMandate,EncourageVaccination,loyalty/betrayal,MaskMandate
2.95683E+15,"“I love my neighbors and this is one way to show it.”
  -
  We asked our community to share why they got vaccinated. These are their reasons. Find your reason and schedule your vaccine today at caspervcovid.com/vaccine
  #WhyIVax",EncourageVaccination,EncourageVaccination,none,EncourageVaccination
4.26714E+15,Californians ages 12 and up are now eligible for a COVID-19 vaccine. Visit myturn.ca.gov to find a vaccination site near you or contact your health care provider.,VaccineRollout,VaccineRollout,none,VaccineRollout
3.86227E+15,"Starting today, people who go and get their first vaccine dose at Yankee Stadium or Citi Field will get a free ticket to a Yankees or Mets game. The two teams have served as vaccination sites since the shots first rolled out in New York, and are now working with the NYS DOH on this incentive.
  
 

  Both vax sites are walk-in, so there's no appointment necessary.
  
 

  🎨 by @johnsville.studio",VaccineRollout,EncourageVaccination,none,EncourageVaccination
210964077306896,"Vaccines work with your body’s natural defenses so you will be ready to fight the virus if exposed. Vaccination is a critical step in slowing the spread and returning to the very missed 'normal'.
  
 

  Hoosiers age 12+ are now eligible to receive the COVID-19 vaccine. 
  
 

  Schedule an appointment at a clinic near you at ourshot.in.gov.
  
 

  Let's all do our part to protect one another!",VaccineRollout,EncourageVaccination,loyalty/betrayal,EncourageVaccination
661397825022198,"If a vaccine mandate is going to be passed and enforced, it should be passed by law. It should be done by the legislative body, and additionally, it should be supported by data and facts. Cook County government is just playing politics. 
  
 

  In Orland Park, we have followed the data and taken common sense measures to protect our residents and businesses without interfering with their rights—and it’s worked.",VaccineMandate,VaccineMandate,liberty/oppression,VaccineMandate
529815201662236,"Forced Vaccination has begun in Virginia and we need your help to stop it!
  
 

  We need you to sign our petition TODAY to STOP FORCED VACCINATIONS in Virginia- here is the link
  
 

  https://virginiaconservatives.net/stop-forced-vaccinations
  
 

  According to 13 News Now, linked below, the Virginia Department of Health, and their unelected bureaucrats, are starting to push vaccinations on the free people of Virginia.
  
 

  https://www.13newsnow.com/article/news/health/coronavirus/vaccine/vdh-covid-19-vaccine-outreach-effort-happening-in-western-tidewater-district/291-5c3f9ca9-bebe-4dc1-a580-979e0b50faf3
  
 

  The time to stand for your Constitutionally Protected Rights is now!
  
 

  Join us to stop this tyranny.",EncourageVaccination,VaccineMandate,liberty/oppression,VaccineMandate
1.04993E+15,"Now, a pediatric dose of the Pfizer vaccine is approved for children who are 5 and older, so there is more reason to be optimistic in the fight for our lives during this COVID-19 pandemic. In the Denver metro area, three Black Women-led entities – Apex Pharmacy, Colorado Black Health Collaborative, and Soul 2 Soul Sisters – launched the COVID-19 Vaccination Incentives for Black People program to ensure that more Black people in Colorado have access to vaccines. Head over to Apex Pharmacy to receive a free vaccine and a $100 Visa gift card incentive TODAY!",VaccineEquity,VaccineEquity,none,VaccineEquity
365026698678334,"Pfizer boss Albert Bourla says the company will be ready in ""days, not weeks"" to ask the FDA for authorization for its coronavirus vaccine to be used for children ages 5 to 11 years old. ☕☕☕
  
 

  https://www.clearingouttheclutter.com/2021/09/monday-clutter-child-vaccines-ny-vaccination-mandate-representative-liz-cheney-facebook-boston-red-sox-new-england-patriots-o.html",VaccineRollout,VaccineRollout,none,VaccineRollout
187778636611336,"With #COVID19 numbers steadily improving, high vaccination rates, and new statewide workplace rules adopted, we are happy to announce that #Malibu City Hall will open to the public on Monday, June 28! Hours are Monday-Thursday, 7:30 AM - 5:30 PM and 7:30 AM - 4:30 PM Fridays. In addition to the good news that this represents in our fight against the pandemic, the City Council and City staff look forward to welcoming community members back to City Hall and being able to serve you in person. City Hall has a “soft opening” starting on Monday, June 21 with second floor entry doors open to the public 7:30 AM - 5:30 PM (4:30 Friday). There are no public counter hours as of yet. Members of the public may come to City Hall without an appointment and remain in the lobby until they can be helped by staff. Visitors to City Hall must wear facemasks while inside. Appointments can be made online at www.MalibuCity.org/appointments or by phone at 310-456-2489. All details are posted on the website at https://www.malibucity.org/CivicAlerts.aspx?AID=1293",EncourageVaccination,VaccineRollout,none,CovidPlan
1.08769E+15,COVID UPDATE: Why I hate covid! Please talk to your family Doctor today.,CovidPlan,none,none,none
526662941836654,"HELLO EVERETT PUBLIC SCHOOLS COMMUNITY, come get vaccinated this Friday!
  (Video bilingual - Vídeo bilíngue em Português)
  
 

  Join the thousands of people in our community who have been safely vaccinated against COVID-19. This Friday, June 4, from 9:00 a.m. - 3:00 p.m., we are bringing back the Vax Bus to vaccinate our school community and all Everett residents. Join us! 
  
 

  The Vaccination Mobile will be at 65 Elm St, in the Allied Skating Rink lot across from Everett High School. Open to all, 12 yrs and older. 
  Schedule your appointment now by calling 617-904-7441, or just come by. 
  
 

  🔴 Vacinação para todos, adolescentes e adultos em Everett, nessa sexta-feira, 4 de junho, de 9:00h da manhã às 3:00h da tarde. Assista o vídeo em português para mais detalhes, e venha se vacinar!",EncourageVaccination,EncourageVaccination,none,EncourageVaccination
2.95695E+15,"Foolish Phil Murphy's anti-science lockdown policies have ruined kids' education, destroyed small businesses, and cost thousands of lives in nursing homes. 
  
 

  Nevertheless, if New Jersey were a country, it would have the highest per capita Covid death rate in the world (New York at #2). 
  
 

  Now, Phil Murphy thinks he can coast into another term as governor after years of unmitigated failure. . . but I’m here to stop him.
  
 

  The people of New Jersey are ready for a leader who trusts the people of this state to safely re-open and won’t cave to the radical left and Dr. Fauci. 
  
 

  🚨Please donate anything you can to help us defeat Phil Murphy and the Radical Democrats to SAVE New Jersey!🚨
  
 

  https://secure.winred.com/singh-for-governor/donate",UrgentPoliticalAdvocacy,UrgentPoliticalAdvocacy,authority/subversion,UrgentPoliticalAdvocacy
1.40042E+15,#ICYMI Join us for a virtual town hall with the Maryland Department of Health to learn more about the COVID-19 vaccines. #GoVAXMaryland,GovTrust,EncourageVaccination,none,EncourageVaccination
4.26714E+15,Californians ages 12 and up are now eligible for a COVID-19 vaccine. Visit myturn.ca.gov to find a vaccination site near you or contact your health care provider.,VaccineRollout,VaccineRollout,none,VaccineRollout
199389055085797,"⤵ Pfizer Vaccinations Available Tomorrow, Friday 04.16 ❗
  
 

  Today's popup vaccination site at The Pride Center was so successful, the state asked the Pride Center to offer a second day of vaccinations. Do you know anyone that needs to get vaccinated? They can get their first dose absolutely free tomorrow!
  
 

  To get more info and register to receive your first dose tomorrow on Friday, April 16, 2021, visit: https://calendly.com/pridecenter",CovidPlan,VaccineRollout,none,VaccineRollout
1.09758E+15,"Pay Gap Festival 2021
  10:30 a.m. - 8 p.m. Saturday, Sept. 25
  11 a.m. - 5 p.m. Sunday, Sept. 26
  Cost: Marketplace FREE
  Music & Comedy Stage Tickets: $35-$90
  Location: West End Market | MN State Fair Grounds
  ---------
  A festival full of shopping, laughter, and music at the spacious outdoor West End Market located at the MN State Fairgrounds. There is free entry and free parking to shop for goodies and gifts with local businesses in the marketplace, a variety of food vendors to snack and sip, and you can buy tickets to reserve seats at the stage to enjoy a half or full day of comedy and music entertainment. 
  *Tickets to see entertainment include a hybrid option so that you can watch the show stream live from home if you can't make it in. 
  
 

  This event is produced by Rock What You Got™ and supports gender equity in partnership with Twin Cities Pride and WoMN ACT. This event is also supporting the FINNEGANS Community Food Fund. Bring non-perishable food to donations to help keep our local food shelves stocked! A silent and live auction will also be ready for your support.
  -----------
  Saturday Comedy with: Mary Mack (Hulu’s Solar Opposites), Miss Shannon Paul, Mary Jo Pehl (MST 3000/Riff Trax), Tiffany Norton, Khadijah Cooper, Elise Cole, Maggie Faris and Michelle Hutchison accompanied by DJ Keezy spinning the tunes. 
  
 

  Saturday Music: with Erin Schwab (and Jay Fuchs), Annie and the Bang Bang, Annie Mack and Jamecia Bennett (Sounds of Blackness) and her big band.
  
 

  Sunday: experience a full day variety show filled with fan favorites and national acts that include: musical theater with Martini and Olive (and the Swizzle Sticks); music with Waltzing on Waves; magic with Suzanne the Magician; writer, actor and comedian Judy Gold and high energy music with Jearlyn and Jevetta Steele (The Steeles).
  *MEET JUDY GOLD Sunday with VIP Add on! Tickets limited.
  ---------
  Cost: Festival Grounds & Marketplace FREE
  Music and Comedy Stage Tickets: $35-$90
  Tickets are buy 3 get 1 FREE, Youth ages 15 and under can also attend the show for FREE!
  *You can also buy tickets at the gate the day of the event, but prices will increase.
  
 

  SHOW TICKETS: https://bit.ly/3gZlavV
  EXHIBITOR REGISTRATION: https://bit.ly/3oge1dO
  VENDOR LIST:
  https://bit.ly/3yIpVBt
  
 

  www.rockwhatyougotlive.com/paygapfestival
  ---------
  HEALTH & SAFETY
  Rock What You Got is committed to creating a fun and safe festival for guests, vendors, performers and team members. To ensure this, new COVID 19 protocols will be implemented as follows:
  
 

  Ticketed Performance Area: Guests who purchase tickets to the performances will be required to present a photo ID and proof of vaccination or a negative COVID 19 Test taken within 72 hours of event along with their ticket prior to entry. Masks will continue to be encouraged in crowded areas.
  
 

  Festival Grounds and Marketplace: All unvaccinated guests will be required to wear face coverings throughout the festival grounds. We will continue to encourage all guests to wear masks in crowded areas or while shopping at marketplace vendors or indoors.
  
 

  The Pay Gap Festival will follow the current guidelines from state, county, and local health officials to provide a safe event for guests. As guidelines change event protocols will be adjusted. Current guidance from the State of MN can be found on: https://www.health.state.mn.us/.../coronavirus/guidance.html
  
 

  If you have questions, please contact us at hello@rockwhatyougotlive.com",VaccineEquity,CovidPlan,none,CovidPlan
528719331606193,"Let's get vaccinated, New Orleans! 🥳
  
 

  Join us this Friday from 4-6pm at the Power Coalition and Vote Headquarters (4930 Washington Ave) for FREE FOOD😋 and FREE VACCINES! 
  
 

  Let's have some fun and protect our community! The COVID vaccine is the BEST way to protect yourself and your loved ones, especially with the delta variant on the rise. 
  
 

  Schedule your appointment at http://togethernola.org/july16 or just show up!
  
 

  #sleevesupla #sleevesupnola #BringBackLouisiana",CovidPlan,EncourageVaccination,loyalty/betrayal,EncourageVaccination
795709107969696,"Our communities need to be safe, so we can get back to our lives, our businesses can succeed and our children can resume in-person learning.
  
 

  Let’s make sure all citizens have a fair opportunity to get the vaccine, especially those with limited computer and internet access, citizens who are older and less comfortable with online registering and ‘vaccine hunting’, citizens with limited means and mobility and certainly citizens who lack affordable healthcare options. And let’s work hard to deliver the vaccine to the people where they live using mobile vaccination units.
  
 

  Learn more, or join our campaign at Tramelfor16.com today!",EncourageVaccination,VaccineEquity,fairness/cheating,VaccineEquity
230725232474525,Today the Louisiana House Health and Welfare Committee voted to reject the proposed rule change by the Louisiana Department of Health to mandate Covid-19 vaccines for public schools. I urge the Governor to not override this decision and side with parents and their God-given rights.,VaccineReligion,VaccineMandate,liberty/oppression,VaccineMandate
4.57794E+15,“The bus pulled in and tractors pulled out.” The New York Times traveled to a farm near St. Cloud for a COVID-19 vaccination event made possible by Blue Cross MN and the Minnesota Department of Health. Read how the mobile clinic made vaccination possible for their workforce.,CovidPlan,VaccineRollout,none,VaccineRollout
